GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSA,ANRCA,CBSAA,CSAA,METDIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEO_ID,BTTRA,BTBGA,TL_GEO_ID,NAME_E,AUUDE001,AUUDE002,AUUDE003,NAME_M,AUUDM001,AUUDM002,AUUDM003
"G48022309502003","2020-2024","TX",,,"Texas","48","Hopkins County","223",,,"950200","3",,,,,,,,,,,,,,,,,,,,,,"1500000US482239502003",,,"482239502003","Block Group 3, Census Tract 9502, Hopkins County, Texas",530,432,98,"Block Group 3, Census Tract 9502, Hopkins County, Texas",108,100,63
"G48022309502004","2020-2024","TX",,,"Texas","48","Hopkins County","223",,,"950200","4",,,,,,,,,,,,,,,,,,,,,,"1500000US482239502004",,,"482239502004","Block Group 4, Census Tract 9502, Hopkins County, Texas",345,323,22,"Block Group 4, Census Tract 9502, Hopkins County, Texas",70,67,20
"G48022309503011","2020-2024","TX",,,"Texas","48","Hopkins County","223",,,"950301","1",,,,,,,,,,,,,,,,,,,,,,"1500000US482239503011",,,"482239503011","Block Group 1, Census Tract 9503.01, Hopkins County, Texas",371,356,15,"Block Group 1, Census Tract 9503.01, Hopkins County, Texas",81,79,25
"G48022309503012","2020-2024","TX",,,"Texas","48","Hopkins County","223",,,"950301","2",,,,,,,,,,,,,,,,,,,,,,"1500000US482239503012",,,"482239503012","Block Group 2, Census Tract 9503.01, Hopkins County, Texas",683,607,76,"Block Group 2, Census Tract 9503.01, Hopkins County, Texas",92,100,61
"G48022309503021","2020-2024","TX",,,"Texas","48","Hopkins County","223",,,"950302","1",,,,,,,,,,,,,,,,,,,,,,"1500000US482239503021",,,"482239503021","Block Group 1, Census Tract 9503.02, Hopkins County, Texas",884,853,31,"Block Group 1, Census Tract 9503.02, Hopkins County, Texas",225,215,48
"G48022309503022","2020-2024","TX",,,"Texas","48","Hopkins County","223",,,"950302","2",,,,,,,,,,,,,,,,,,,,,,"1500000US482239503022",,,"482239503022","Block Group 2, Census Tract 9503.02, Hopkins County, Texas",733,674,59,"Block Group 2, Census Tract 9503.02, Hopkins County, Texas",126,120,65
"G48022309504011","2020-2024","TX",,,"Texas","48","Hopkins County","223",,,"950401","1",,,,,,,,,,,,,,,,,,,,,,"1500000US482239504011",,,"482239504011","Block Group 1, Census Tract 9504.01, Hopkins County, Texas",905,750,155,"Block Group 1, Census Tract 9504.01, Hopkins County, Texas",194,177,99
"G48022309504012","2020-2024","TX",,,"Texas","48","Hopkins County","223",,,"950401","2",,,,,,,,,,,,,,,,,,,,,,"1500000US482239504012",,,"482239504012","Block Group 2, Census Tract 9504.01, Hopkins County, Texas",707,638,69,"Block Group 2, Census Tract 9504.01, Hopkins County, Texas",148,154,67
"G48022309504021","2020-2024","TX",,,"Texas","48","Hopkins County","223",,,"950402","1",,,,,,,,,,,,,,,,,,,,,,"1500000US482239504021",,,"482239504021","Block Group 1, Census Tract 9504.02, Hopkins County, Texas",313,218,95,"Block Group 1, Census Tract 9504.02, Hopkins County, Texas",116,94,96
"G48022309504022","2020-2024","TX",,,"Texas","48","Hopkins County","223",,,"950402","2",,,,,,,,,,,,,,,,,,,,,,"1500000US482239504022",,,"482239504022","Block Group 2, Census Tract 9504.02, Hopkins County, Texas",944,944,0,"Block Group 2, Census Tract 9504.02, Hopkins County, Texas",160,160,15
"G48022309504023","2020-2024","TX",,,"Texas","48","Hopkins County","223",,,"950402","3",,,,,,,,,,,,,,,,,,,,,,"1500000US482239504023",,,"482239504023","Block Group 3, Census Tract 9504.02, Hopkins County, Texas",451,401,50,"Block Group 3, Census Tract 9504.02, Hopkins County, Texas",117,123,56
"G48022309505001","2020-2024","TX",,,"Texas","48","Hopkins County","223",,,"950500","1",,,,,,,,,,,,,,,,,,,,,,"1500000US482239505001",,,"482239505001","Block Group 1, Census Tract 9505, Hopkins County, Texas",207,185,22,"Block Group 1, Census Tract 9505, Hopkins County, Texas",100,89,41
"G48022309505002","2020-2024","TX",,,"Texas","48","Hopkins County","223",,,"950500","2",,,,,,,,,,,,,,,,,,,,,,"1500000US482239505002",,,"482239505002","Block Group 2, Census Tract 9505, Hopkins County, Texas",342,305,37,"Block Group 2, Census Tract 9505, Hopkins County, Texas",121,115,58
"G48022309505003","2020-2024","TX",,,"Texas","48","Hopkins County","223",,,"950500","3",,,,,,,,,,,,,,,,,,,,,,"1500000US482239505003",,,"482239505003","Block Group 3, Census Tract 9505, Hopkins County, Texas",593,515,78,"Block Group 3, Census Tract 9505, Hopkins County, Texas",125,104,79
"G48022309506001","2020-2024","TX",,,"Texas","48","Hopkins County","223",,,"950600","1",,,,,,,,,,,,,,,,,,,,,,"1500000US482239506001",,,"482239506001","Block Group 1, Census Tract 9506, Hopkins County, Texas",684,619,65,"Block Group 1, Census Tract 9506, Hopkins County, Texas",140,143,53
"G48022309506002","2020-2024","TX",,,"Texas","48","Hopkins County","223",,,"950600","2",,,,,,,,,,,,,,,,,,,,,,"1500000US482239506002",,,"482239506002","Block Group 2, Census Tract 9506, Hopkins County, Texas",589,451,138,"Block Group 2, Census Tract 9506, Hopkins County, Texas",166,140,90
"G48022309506003","2020-2024","TX",,,"Texas","48","Hopkins County","223",,,"950600","3",,,,,,,,,,,,,,,,,,,,,,"1500000US482239506003",,,"482239506003","Block Group 3, Census Tract 9506, Hopkins County, Texas",401,401,0,"Block Group 3, Census Tract 9506, Hopkins County, Texas",127,127,15
"G48022309507001","2020-2024","TX",,,"Texas","48","Hopkins County","223",,,"950700","1",,,,,,,,,,,,,,,,,,,,,,"1500000US482239507001",,,"482239507001","Block Group 1, Census Tract 9507, Hopkins County, Texas",460,407,53,"Block Group 1, Census Tract 9507, Hopkins County, Texas",151,141,62
"G48022309507002","2020-2024","TX",,,"Texas","48","Hopkins County","223",,,"950700","2",,,,,,,,,,,,,,,,,,,,,,"1500000US482239507002",,,"482239507002","Block Group 2, Census Tract 9507, Hopkins County, Texas",286,251,35,"Block Group 2, Census Tract 9507, Hopkins County, Texas",86,80,28
"G48022309507003","2020-2024","TX",,,"Texas","48","Hopkins County","223",,,"950700","3",,,,,,,,,,,,,,,,,,,,,,"1500000US482239507003",,,"482239507003","Block Group 3, Census Tract 9507, Hopkins County, Texas",361,319,42,"Block Group 3, Census Tract 9507, Hopkins County, Texas",88,82,31
"G48022309507004","2020-2024","TX",,,"Texas","48","Hopkins County","223",,,"950700","4",,,,,,,,,,,,,,,,,,,,,,"1500000US482239507004",,,"482239507004","Block Group 4, Census Tract 9507, Hopkins County, Texas",456,408,48,"Block Group 4, Census Tract 9507, Hopkins County, Texas",102,103,44
"G48022309507005","2020-2024","TX",,,"Texas","48","Hopkins County","223",,,"950700","5",,,,,,,,,,,,,,,,,,,,,,"1500000US482239507005",,,"482239507005","Block Group 5, Census Tract 9507, Hopkins County, Texas",481,311,170,"Block Group 5, Census Tract 9507, Hopkins County, Texas",129,89,114
"G48022309508001","2020-2024","TX",,,"Texas","48","Hopkins County","223",,,"950800","1",,,,,,,,,,,,,,,,,,,,,,"1500000US482239508001",,,"482239508001","Block Group 1, Census Tract 9508, Hopkins County, Texas",895,762,133,"Block Group 1, Census Tract 9508, Hopkins County, Texas",139,134,68
"G48022309508002","2020-2024","TX",,,"Texas","48","Hopkins County","223",,,"950800","2",,,,,,,,,,,,,,,,,,,,,,"1500000US482239508002",,,"482239508002","Block Group 2, Census Tract 9508, Hopkins County, Texas",524,437,87,"Block Group 2, Census Tract 9508, Hopkins County, Texas",95,88,55
"G48022509501011","2020-2024","TX",,,"Texas","48","Houston County","225",,,"950101","1",,,,,,,,,,,,,,,,,,,,,,"1500000US482259501011",,,"482259501011","Block Group 1, Census Tract 9501.01, Houston County, Texas",492,369,123,"Block Group 1, Census Tract 9501.01, Houston County, Texas",95,85,50
"G48022509501012","2020-2024","TX",,,"Texas","48","Houston County","225",,,"950101","2",,,,,,,,,,,,,,,,,,,,,,"1500000US482259501012",,,"482259501012","Block Group 2, Census Tract 9501.01, Houston County, Texas",391,329,62,"Block Group 2, Census Tract 9501.01, Houston County, Texas",86,93,46
"G48022509501013","2020-2024","TX",,,"Texas","48","Houston County","225",,,"950101","3",,,,,,,,,,,,,,,,,,,,,,"1500000US482259501013",,,"482259501013","Block Group 3, Census Tract 9501.01, Houston County, Texas",533,195,338,"Block Group 3, Census Tract 9501.01, Houston County, Texas",120,77,131
"G48022509501021","2020-2024","TX",,,"Texas","48","Houston County","225",,,"950102","1",,,,,,,,,,,,,,,,,,,,,,"1500000US482259501021",,,"482259501021","Block Group 1, Census Tract 9501.02, Houston County, Texas",610,551,59,"Block Group 1, Census Tract 9501.02, Houston County, Texas",138,131,53
"G48022509501022","2020-2024","TX",,,"Texas","48","Houston County","225",,,"950102","2",,,,,,,,,,,,,,,,,,,,,,"1500000US482259501022",,,"482259501022","Block Group 2, Census Tract 9501.02, Houston County, Texas",640,463,177,"Block Group 2, Census Tract 9501.02, Houston County, Texas",118,103,88
"G48022509502001","2020-2024","TX",,,"Texas","48","Houston County","225",,,"950200","1",,,,,,,,,,,,,,,,,,,,,,"1500000US482259502001",,,"482259502001","Block Group 1, Census Tract 9502, Houston County, Texas",708,554,154,"Block Group 1, Census Tract 9502, Houston County, Texas",104,101,77
"G48022509503001","2020-2024","TX",,,"Texas","48","Houston County","225",,,"950300","1",,,,,,,,,,,,,,,,,,,,,,"1500000US482259503001",,,"482259503001","Block Group 1, Census Tract 9503, Houston County, Texas",234,234,0,"Block Group 1, Census Tract 9503, Houston County, Texas",94,94,15
"G48022509503002","2020-2024","TX",,,"Texas","48","Houston County","225",,,"950300","2",,,,,,,,,,,,,,,,,,,,,,"1500000US482259503002",,,"482259503002","Block Group 2, Census Tract 9503, Houston County, Texas",611,534,77,"Block Group 2, Census Tract 9503, Houston County, Texas",207,204,80
"G48022509503003","2020-2024","TX",,,"Texas","48","Houston County","225",,,"950300","3",,,,,,,,,,,,,,,,,,,,,,"1500000US482259503003",,,"482259503003","Block Group 3, Census Tract 9503, Houston County, Texas",604,404,200,"Block Group 3, Census Tract 9503, Houston County, Texas",133,113,118
"G48022509504001","2020-2024","TX",,,"Texas","48","Houston County","225",,,"950400","1",,,,,,,,,,,,,,,,,,,,,,"1500000US482259504001",,,"482259504001","Block Group 1, Census Tract 9504, Houston County, Texas",623,551,72,"Block Group 1, Census Tract 9504, Houston County, Texas",161,164,63
"G48022509504002","2020-2024","TX",,,"Texas","48","Houston County","225",,,"950400","2",,,,,,,,,,,,,,,,,,,,,,"1500000US482259504002",,,"482259504002","Block Group 2, Census Tract 9504, Houston County, Texas",517,428,89,"Block Group 2, Census Tract 9504, Houston County, Texas",158,147,68
"G48022509504003","2020-2024","TX",,,"Texas","48","Houston County","225",,,"950400","3",,,,,,,,,,,,,,,,,,,,,,"1500000US482259504003",,,"482259504003","Block Group 3, Census Tract 9504, Houston County, Texas",473,367,106,"Block Group 3, Census Tract 9504, Houston County, Texas",117,120,82
"G48022509505001","2020-2024","TX",,,"Texas","48","Houston County","225",,,"950500","1",,,,,,,,,,,,,,,,,,,,,,"1500000US482259505001",,,"482259505001","Block Group 1, Census Tract 9505, Houston County, Texas",1180,861,319,"Block Group 1, Census Tract 9505, Houston County, Texas",187,173,118
"G48022509505002","2020-2024","TX",,,"Texas","48","Houston County","225",,,"950500","2",,,,,,,,,,,,,,,,,,,,,,"1500000US482259505002",,,"482259505002","Block Group 2, Census Tract 9505, Houston County, Texas",514,452,62,"Block Group 2, Census Tract 9505, Houston County, Texas",109,106,49
"G48022509505003","2020-2024","TX",,,"Texas","48","Houston County","225",,,"950500","3",,,,,,,,,,,,,,,,,,,,,,"1500000US482259505003",,,"482259505003","Block Group 3, Census Tract 9505, Houston County, Texas",684,434,250,"Block Group 3, Census Tract 9505, Houston County, Texas",154,116,115
"G48022509506001","2020-2024","TX",,,"Texas","48","Houston County","225",,,"950600","1",,,,,,,,,,,,,,,,,,,,,,"1500000US482259506001",,,"482259506001","Block Group 1, Census Tract 9506, Houston County, Texas",388,207,181,"Block Group 1, Census Tract 9506, Houston County, Texas",102,77,81
"G48022509506002","2020-2024","TX",,,"Texas","48","Houston County","225",,,"950600","2",,,,,,,,,,,,,,,,,,,,,,"1500000US482259506002",,,"482259506002","Block Group 2, Census Tract 9506, Houston County, Texas",457,261,196,"Block Group 2, Census Tract 9506, Houston County, Texas",91,91,110
"G48022509507001","2020-2024","TX",,,"Texas","48","Houston County","225",,,"950700","1",,,,,,,,,,,,,,,,,,,,,,"1500000US482259507001",,,"482259507001","Block Group 1, Census Tract 9507, Houston County, Texas",302,245,57,"Block Group 1, Census Tract 9507, Houston County, Texas",84,73,30
"G48022509507002","2020-2024","TX",,,"Texas","48","Houston County","225",,,"950700","2",,,,,,,,,,,,,,,,,,,,,,"1500000US482259507002",,,"482259507002","Block Group 2, Census Tract 9507, Houston County, Texas",368,237,131,"Block Group 2, Census Tract 9507, Houston County, Texas",127,90,75
"G48022509507003","2020-2024","TX",,,"Texas","48","Houston County","225",,,"950700","3",,,,,,,,,,,,,,,,,,,,,,"1500000US482259507003",,,"482259507003","Block Group 3, Census Tract 9507, Houston County, Texas",508,307,201,"Block Group 3, Census Tract 9507, Houston County, Texas",127,113,91
"G48022709501001","2020-2024","TX",,,"Texas","48","Howard County","227",,,"950100","1",,,,,,,,,,,,,,,,,,,,,,"1500000US482279501001",,,"482279501001","Block Group 1, Census Tract 9501, Howard County, Texas",283,255,28,"Block Group 1, Census Tract 9501, Howard County, Texas",109,99,45
"G48022709501002","2020-2024","TX",,,"Texas","48","Howard County","227",,,"950100","2",,,,,,,,,,,,,,,,,,,,,,"1500000US482279501002",,,"482279501002","Block Group 2, Census Tract 9501, Howard County, Texas",396,342,54,"Block Group 2, Census Tract 9501, Howard County, Texas",112,94,59
"G48022709501003","2020-2024","TX",,,"Texas","48","Howard County","227",,,"950100","3",,,,,,,,,,,,,,,,,,,,,,"1500000US482279501003",,,"482279501003","Block Group 3, Census Tract 9501, Howard County, Texas",300,222,78,"Block Group 3, Census Tract 9501, Howard County, Texas",97,81,58
"G48022709502001","2020-2024","TX",,,"Texas","48","Howard County","227",,,"950200","1",,,,,,,,,,,,,,,,,,,,,,"1500000US482279502001",,,"482279502001","Block Group 1, Census Tract 9502, Howard County, Texas",740,672,68,"Block Group 1, Census Tract 9502, Howard County, Texas",136,132,43
"G48022709502002","2020-2024","TX",,,"Texas","48","Howard County","227",,,"950200","2",,,,,,,,,,,,,,,,,,,,,,"1500000US482279502002",,,"482279502002","Block Group 2, Census Tract 9502, Howard County, Texas",230,192,38,"Block Group 2, Census Tract 9502, Howard County, Texas",73,69,29
"G48022709503001","2020-2024","TX",,,"Texas","48","Howard County","227",,,"950300","1",,,,,,,,,,,,,,,,,,,,,,"1500000US482279503001",,,"482279503001","Block Group 1, Census Tract 9503, Howard County, Texas",420,312,108,"Block Group 1, Census Tract 9503, Howard County, Texas",139,134,57
"G48022709503002","2020-2024","TX",,,"Texas","48","Howard County","227",,,"950300","2",,,,,,,,,,,,,,,,,,,,,,"1500000US482279503002",,,"482279503002","Block Group 2, Census Tract 9503, Howard County, Texas",543,496,47,"Block Group 2, Census Tract 9503, Howard County, Texas",155,159,37
"G48022709504001","2020-2024","TX",,,"Texas","48","Howard County","227",,,"950400","1",,,,,,,,,,,,,,,,,,,,,,"1500000US482279504001",,,"482279504001","Block Group 1, Census Tract 9504, Howard County, Texas",639,546,93,"Block Group 1, Census Tract 9504, Howard County, Texas",199,183,70
"G48022709504002","2020-2024","TX",,,"Texas","48","Howard County","227",,,"950400","2",,,,,,,,,,,,,,,,,,,,,,"1500000US482279504002",,,"482279504002","Block Group 2, Census Tract 9504, Howard County, Texas",893,760,133,"Block Group 2, Census Tract 9504, Howard County, Texas",180,186,79
"G48022709504003","2020-2024","TX",,,"Texas","48","Howard County","227",,,"950400","3",,,,,,,,,,,,,,,,,,,,,,"1500000US482279504003",,,"482279504003","Block Group 3, Census Tract 9504, Howard County, Texas",618,476,142,"Block Group 3, Census Tract 9504, Howard County, Texas",201,166,98
"G48022709505001","2020-2024","TX",,,"Texas","48","Howard County","227",,,"950500","1",,,,,,,,,,,,,,,,,,,,,,"1500000US482279505001",,,"482279505001","Block Group 1, Census Tract 9505, Howard County, Texas",154,136,18,"Block Group 1, Census Tract 9505, Howard County, Texas",93,88,28
"G48022709505002","2020-2024","TX",,,"Texas","48","Howard County","227",,,"950500","2",,,,,,,,,,,,,,,,,,,,,,"1500000US482279505002",,,"482279505002","Block Group 2, Census Tract 9505, Howard County, Texas",275,218,57,"Block Group 2, Census Tract 9505, Howard County, Texas",115,92,65
"G48022709505003","2020-2024","TX",,,"Texas","48","Howard County","227",,,"950500","3",,,,,,,,,,,,,,,,,,,,,,"1500000US482279505003",,,"482279505003","Block Group 3, Census Tract 9505, Howard County, Texas",359,293,66,"Block Group 3, Census Tract 9505, Howard County, Texas",122,112,75
"G48022709505004","2020-2024","TX",,,"Texas","48","Howard County","227",,,"950500","4",,,,,,,,,,,,,,,,,,,,,,"1500000US482279505004",,,"482279505004","Block Group 4, Census Tract 9505, Howard County, Texas",536,392,144,"Block Group 4, Census Tract 9505, Howard County, Texas",140,126,97
"G48022709506001","2020-2024","TX",,,"Texas","48","Howard County","227",,,"950600","1",,,,,,,,,,,,,,,,,,,,,,"1500000US482279506001",,,"482279506001","Block Group 1, Census Tract 9506, Howard County, Texas",471,448,23,"Block Group 1, Census Tract 9506, Howard County, Texas",143,138,31
"G48022709506002","2020-2024","TX",,,"Texas","48","Howard County","227",,,"950600","2",,,,,,,,,,,,,,,,,,,,,,"1500000US482279506002",,,"482279506002","Block Group 2, Census Tract 9506, Howard County, Texas",592,592,0,"Block Group 2, Census Tract 9506, Howard County, Texas",179,179,15
"G48022709506003","2020-2024","TX",,,"Texas","48","Howard County","227",,,"950600","3",,,,,,,,,,,,,,,,,,,,,,"1500000US482279506003",,,"482279506003","Block Group 3, Census Tract 9506, Howard County, Texas",786,758,28,"Block Group 3, Census Tract 9506, Howard County, Texas",164,167,43
"G48022709507001","2020-2024","TX",,,"Texas","48","Howard County","227",,,"950700","1",,,,,,,,,,,,,,,,,,,,,,"1500000US482279507001",,,"482279507001","Block Group 1, Census Tract 9507, Howard County, Texas",553,501,52,"Block Group 1, Census Tract 9507, Howard County, Texas",212,209,62
"G48022709507002","2020-2024","TX",,,"Texas","48","Howard County","227",,,"950700","2",,,,,,,,,,,,,,,,,,,,,,"1500000US482279507002",,,"482279507002","Block Group 2, Census Tract 9507, Howard County, Texas",394,394,0,"Block Group 2, Census Tract 9507, Howard County, Texas",94,94,15
"G48022709507003","2020-2024","TX",,,"Texas","48","Howard County","227",,,"950700","3",,,,,,,,,,,,,,,,,,,,,,"1500000US482279507003",,,"482279507003","Block Group 3, Census Tract 9507, Howard County, Texas",569,390,179,"Block Group 3, Census Tract 9507, Howard County, Texas",138,119,101
"G48022709508011","2020-2024","TX",,,"Texas","48","Howard County","227",,,"950801","1",,,,,,,,,,,,,,,,,,,,,,"1500000US482279508011",,,"482279508011","Block Group 1, Census Tract 9508.01, Howard County, Texas",362,343,19,"Block Group 1, Census Tract 9508.01, Howard County, Texas",131,128,31
